,season_id,team_name_home,game_id,game_date,matchup_home,wl_home,team_name_away,MVP_in_roster_share_1yr_home,MVP_in_roster_share_2yr_home,MVP_in_roster_share_3yr_home,MVP_in_roster_share_1yr_away,MVP_in_roster_share_2yr_away,MVP_in_roster_share_3yr_away,Team_all_stars_home,Team_all_stars_away
30505,21995.0,BKN,29500982.0,1996/3/25,BKN vs. SAS,L,SAS,0.507,0.0,0.0,0.0,0.0,0.852,0.0,2.0
30506,21995.0,PHI,29501148.0,1996/4/17,PHI vs. MIA,W,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30507,21995.0,SAC,29501154.0,1996/4/17,SAC vs. PHX,W,PHX,0.14,0.88,0.0,0.0,0.0,0.0,1.0,1.0
30508,21995.0,OKC,29501152.0,1996/4/17,OKC vs. POR,W,POR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
30509,21995.0,ATL,29500417.0,1996/1/2,ATL vs. OKC,L,OKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30510,21995.0,DAL,29501147.0,1996/4/16,DAL vs. LAL,L,LAL,0.219,0.252,0.366,0.0,0.0,0.0,1.0,0.0
30511,21995.0,MIL,29501144.0,1996/4/16,MIL vs. CHI,L,CHI,0.0,0.0,0.852,0.0,0.0,0.0,1.0,2.0
30512,21995.0,ORL,29501145.0,1996/4/16,ORL vs. WAS,W,WAS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
30513,21995.0,PHX,29501143.0,1996/4/16,PHX vs. HOU,W,HOU,0.0,0.386,0.577,0.0,0.0,0.0,1.0,2.0
30514,21995.0,UTH,29501146.0,1996/4/16,UTH vs. LAC,W,LAC,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
30515,21995.0,MEM,29501142.0,1996/4/16,MEM vs. SAS,L,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30516,21995.0,DEN,29501139.0,1996/4/15,DEN vs. SAC,L,SAC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30517,21995.0,HOU,29501135.0,1996/4/15,HOU vs. OKC,L,OKC,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
30518,21995.0,IND,29501137.0,1996/4/15,IND vs. CHA,W,CHA,0.219,0.252,0.366,0.0,0.0,0.0,1.0,1.0
30519,21995.0,MIA,29501138.0,1996/4/15,MIA vs. BKN,W,BKN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30520,21995.0,NYK,29501136.0,1996/4/15,NYK vs. TOR,W,TOR,0.507,0.0,0.0,0.858,0.723,0.0,1.0,0.0
30521,21995.0,POR,29501140.0,1996/4/15,POR vs. SAS,W,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30522,21995.0,CLE,29501134.0,1996/4/14,CLE vs. CHI,L,CHI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
30523,21995.0,GSW,29501130.0,1996/4/14,GSW vs. UTH,W,UTH,0.0,0.0,0.0,0.14,0.88,0.66,0.0,2.0
30524,21995.0,LAL,29501132.0,1996/4/14,LAL vs. PHX,W,PHX,0.0,0.0,0.0,0.858,0.723,0.0,0.0,1.0
30525,21995.0,MIL,29501126.0,1996/4/14,MIL vs. ORL,W,ORL,0.576,0.286,0.0,0.0,0.386,0.577,1.0,2.0
30526,21995.0,MIN,29501131.0,1996/4/14,MIN vs. DEN,L,DEN,0.0,0.0,0.0,0.507,0.0,0.0,0.0,1.0
30527,21995.0,PHI,29501124.0,1996/4/14,PHI vs. CHA,L,CHA,0.0,0.0,0.0,0.0,0.0,0.852,0.0,1.0
30528,21995.0,SAC,29501125.0,1996/4/14,SAC vs. LAC,W,LAC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30529,21995.0,MEM,29501128.0,1996/4/14,MEM vs. POR,L,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30530,21995.0,WAS,29501127.0,1996/4/14,WAS vs. TOR,W,TOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30531,21995.0,HOU,29501120.0,1996/4/13,HOU vs. DAL,W,DAL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
30532,21995.0,IND,29501121.0,1996/4/13,IND vs. DET,W,DET,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30533,21995.0,LAC,29501123.0,1996/4/13,LAC vs. UTH,W,UTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30534,21995.0,MIA,29501122.0,1996/4/13,MIA vs. NYK,W,NYK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
30535,21995.0,SAS,29501119.0,1996/4/13,SAS vs. OKC,W,OKC,0.0,0.0,0.0,0.219,0.252,0.366,2.0,2.0
30536,21995.0,ATL,29500430.0,1996/1/4,ATL vs. TOR,W,TOR,0.0,0.0,0.0,0.0,0.386,0.577,0.0,0.0
30537,21995.0,CHI,29501115.0,1996/4/12,CHI vs. PHI,W,PHI,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
